Gene_symbol	Ensembl_ID	Mask	Breast_Eur_hom.alt	Breast_Eur_het	Breast_Eur_hom.ref	Breast_BP_hom.alt	Breast_BP_het	Breast_BP_hom.ref	fisher.p.val	adj.fisher.p.val	log.odds.ratio	lower.CI	upper.CI	p.val	adj.p.val	log.odds.ratio.sex	lower.CI.sex	upper.CI.sex	p.val.sex	adj.p.val.sex
PSIP1	ENSG00000164985	M1	0	1	2865	0	0	45	1	1	-9.41240535400289	-1058.79905376005	1039.97424305204	0.98597409570329	0.98916298876855	-10.4127557383753	-1740.55800369421	1719.73249221746	0.99058844904949	0.991151526646845
NDUFB3	ENSG00000119013	M1	0	1	2865	0	0	45	1	1	-9.41240535400302	-1058.79905376012	1039.97424305211	0.985974095703291	0.98916298876855	-10.4127557383753	-1740.55800369421	1719.73249221746	0.99058844904949	0.991151526646845
CDC42BPB	ENSG00000198752	M1	0	1	2865	0	0	45	1	1	-9.41240535400303	-1058.79905376027	1039.97424305227	0.985974095703293	0.98916298876855	-10.4127557383752	-1740.55800369435	1719.7324922176	0.990588449049491	0.991151526646845
RWDD4	ENSG00000182552	M1	0	1	2865	0	0	45	1	1	-9.41240535400317	-1058.79905376034	1039.97424305233	0.985974095703294	0.98916298876855	-10.4127557383754	-1740.55800369451	1719.73249221776	0.990588449049491	0.991151526646845
FKBP6	ENSG00000077800	M1	0	1	2865	0	0	45	1	1	-9.41240535400479	-1058.79905376229	1039.97424305428	0.985974095703317	0.98916298876855	-10.4127557383753	-1740.5580036939	1719.73249221715	0.990588449049488	0.991151526646845
PRDX3	ENSG00000165672	M1	0	1	2865	0	0	45	1	1	-9.41240535400472	-1058.79905376228	1039.97424305427	0.985974095703317	0.98916298876855	-10.4127557383759	-1740.55800369373	1719.73249221698	0.990588449049486	0.991151526646845
ARHGAP45	ENSG00000180448	M1	0	5	2861	0	0	45	1	1	-11.4138042455131	-1287.102580891	1264.27497239998	0.986008909062303	0.98916298876855	-11.4141538347326	-1287.10293048095	1264.27462281148	0.98600848057825	0.991151526646845
LAMB2	ENSG00000172037	M1	0	5	2861	0	0	45	1	1	-11.4138042455131	-1287.1025808911	1264.27497240008	0.986008909062304	0.98916298876855	-11.4141538347323	-1287.10293048066	1264.2746228112	0.986008480578247	0.991151526646845
ATRNL1	ENSG00000107518	M1	0	2	2864	0	0	45	1	1	-10.4127557383666	-1233.81021071769	1212.98469924096	0.986690365848323	0.98916298876855	-11.4131054334587	-2028.45413306864	2005.62792220172	0.991151526646845	0.991151526646845
PLEKHN1	ENSG00000187583	M1	0	2	2864	0	0	45	1	1	-10.4127557383667	-1233.81021071772	1212.98469924098	0.986690365848323	0.98916298876855	-11.4131054334412	-2028.45413303493	2005.62792216805	0.99115152664671	0.991151526646845
PIK3IP1	ENSG00000100100	M1	0	2	2864	0	0	45	1	1	-10.412755738367	-1233.8102107178	1212.98469924106	0.986690365848323	0.98916298876855	-11.4131054334412	-2028.45413303501	2005.62792216813	0.991151526646711	0.991151526646845
NF1	ENSG00000196712	M1	0	4	2862	0	0	45	1	1	-11.4134547784492	-1437.67685854353	1414.84994898663	0.98748624262146	0.98916298876855	-11.4138042455081	-1437.6772080111	1414.84959952008	0.987485859495806	0.991151526646845
SEC16A	ENSG00000148396	M1	0	4	2862	0	0	45	1	1	-11.4134547784493	-1437.67685854359	1414.84994898669	0.987486242621461	0.98916298876855	-11.4138042455075	-1437.67720801064	1414.84959951962	0.987485859495802	0.991151526646845
CYP4A22	ENSG00000162365	M1	0	4	2862	0	0	45	1	1	-11.4134547784501	-1437.67685854483	1414.84994898793	0.987486242621471	0.98916298876855	-11.4138042455077	-1437.67720801082	1414.84959951981	0.987485859495804	0.991151526646845
DOP1B	ENSG00000142197	M1	0	4	2862	0	0	45	1	1	-11.4134547784504	-1437.67685854503	1414.84994898813	0.987486242621472	0.98916298876855	-11.4138042455079	-1437.67720801091	1414.84959951989	0.987485859495804	0.991151526646845
TCHP	ENSG00000139437	M1	0	4	2862	0	0	45	1	1	-11.4134547784506	-1437.67685854511	1414.84994898821	0.987486242621473	0.98916298876855	-11.4138042455074	-1437.67720801065	1414.84959951964	0.987485859495802	0.991151526646845
VNN2	ENSG00000112303	M1	0	4	2862	0	0	45	1	1	-11.4134547784502	-1437.6768585451	1414.8499489882	0.987486242621473	0.98916298876855	-11.4138042455077	-1437.67720801076	1414.84959951975	0.987485859495803	0.991151526646845
PLIN1	ENSG00000166819	M1	0	9	2857	0	0	45	1	1	-12.4152035099958	-1580.0889742452	1555.25856722521	0.98761577412576	0.98916298876855	-12.4155535887699	-1580.08932432085	1555.25821714331	0.987615424948501	0.991151526646845
LRSAM1	ENSG00000148356	M1	0	3	2863	0	0	45	1	1	-11.4131054334635	-1658.32021685327	1635.49400598635	0.989162988768541	0.98916298876855	-11.4134547784304	-1658.32056620036	1635.4936566435	0.989162657077716	0.991151526646845
SUSD4	ENSG00000143502	M1	0	3	2863	0	0	45	1	1	-11.4131054334637	-1658.32021685416	1635.49400598723	0.989162988768546	0.98916298876855	-11.413454778431	-1658.32056620087	1635.49365664401	0.989162657077719	0.991151526646845
TNFRSF13B	ENSG00000240505	M1	0	3	2863	0	0	45	1	1	-11.413105433464	-1658.3202168547	1635.49400598777	0.98916298876855	0.98916298876855	-11.4134547784306	-1658.32056620131	1635.49365664444	0.989162657077722	0.991151526646845
GTF2IRD1	ENSG00000006704	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIB2	ENSG00000071575	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKP1	ENSG00000081277	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM234B	ENSG00000084444	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RTN2	ENSG00000125744	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UGGT1	ENSG00000136731	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF2B	ENSG00000137947	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UCHL1	ENSG00000154277	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAS2R1	ENSG00000169777	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIMIP2C	ENSG00000173557	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SKA2	ENSG00000182628	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARID2	ENSG00000189079	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPRED2	ENSG00000198369	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HLA-DMB	ENSG00000242574	M1	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC16A	ENSG00000148396	M2	0	19	2847	0	9	36	1.20988868680229e-10	1	3.62328774698938	2.76476164855061	4.48181384542814	1.32006577410486e-16	5.5442762512404e-15	3.62293643836344	2.76440993019854	4.48146294652834	1.32902122756679e-16	5.58188915578051e-15
ZNF155	ENSG00000204920	M2	0	1	2865	0	2	43	0.000694304979068497	1	4.89227069401511	2.4730011195394	7.31154026849082	7.38717351669833e-05	0.00155130643850665	4.89192159294689	2.4726519150952	7.31119127079858	7.39593932618959e-05	0.00155314725849981
SLC2A8	ENSG00000136856	M2	0	29	2837	0	3	42	0.0125225272402105	1	1.94414927520703	0.717052011495972	3.17124653891808	0.00190108421796035	0.0266151790514449	1.94379672805042	0.716699254242973	3.17089420185787	0.00190471029058231	0.0266659440681524
LHPP	ENSG00000107902	M2	0	3	2863	0	1	44	0.0604457613017319	1	3.07682338251142	0.794151108061073	5.35949565696177	0.0082456135470618	0.0865789422441489	3.07647403753	0.793801655135697	5.3591464199243	0.00825292171009058	0.0866556779559511
FAAH	ENSG00000117480	M2	0	10	2856	0	1	44	0.157742985440008	1	1.87040259654735	-0.2066760274659	3.94748122056061	0.0775736414410521	0.486501870893656	1.87005239517771	-0.207026347860218	3.94713113821564	0.0776292184461632	0.486840255707958
CCNDBP1	ENSG00000166946	M2	0	10	2856	0	1	44	0.157742985440008	1	1.8704025965471	-0.206676027466212	3.94748122056042	0.0775736414411007	0.486501870893656	1.87005239517799	-0.207026347859602	3.94713113821557	0.0776292184460709	0.486840255707958
ZBTB10	ENSG00000205189	M2	4	180	2682	1	4	40	0.034116632496293	1	0.726713923734273	-0.10157487275797	1.55500272022652	0.085503484523373	0.486501870893656	0.726375614327683	-0.101923992034256	1.55467522068962	0.0856532849457748	0.486840255707958
SREBF2	ENSG00000198911	M2	0	11	2855	0	1	44	0.17081249083866	1	1.77474221537341	-0.293912837705884	3.84339726845271	0.092667023027363	0.486501870893656	1.77439189132014	-0.294263281325731	3.84304706396601	0.0927314772777063	0.486840255707958
TRIM17	ENSG00000162931	M2	0	22	2844	0	1	44	0.302111876774544	1	1.07773470364662	-0.9482779244587	3.10374733175194	0.297133489103188	0.989162988768549	1.07738302437432	-0.948629726469537	3.10339577521817	0.297291180517871	0.991151526646855
BRCA1	ENSG00000012048	M2	0	24	2842	0	1	44	0.32369473562111	1	0.990019844390798	-1.03239879169381	3.0124384804754	0.337333670730642	0.989162988768549	0.989667917587982	-1.03275084157508	3.01208667675105	0.337505470456106	0.991151526646855
ARID2	ENSG00000189079	M2	0	29	2837	0	1	44	0.37483674740935	1	0.799016970904107	-1.21656801497771	2.81460195678592	0.437177810920446	0.989162988768549	0.798664423747246	-1.21692068593839	2.81424953343289	0.437380129294103	0.991151526646855
TMPRSS15	ENSG00000154646	M2	3	206	2657	0	2	43	0.778938690949681	1	-0.528462968052897	-1.94072378257555	0.883797846469752	0.463307460427294	0.989162988768549	-0.528833028548927	-1.94111871707732	0.883452659979467	0.463002254050467	0.991151526646855
PIF1	ENSG00000140451	M2	5	280	2581	0	5	40	0.813577329510331	1	0.100668138199756	-0.817886026435362	1.01922230283488	0.829922836381987	0.989162988768549	0.100295310555052	-0.818265542315076	1.01885616342518	0.830544362586245	0.991151526646855
PKP1	ENSG00000081277	M2	0	113	2753	0	2	43	0.69772907016641	1	0.125005751296619	-1.30518868542186	1.5552001880151	0.863979929077014	0.989162988768549	0.124642445207262	-1.30555220997956	1.55483710039408	0.864371431410555	0.991151526646855
TNFRSF13B	ENSG00000240505	M2	0	55	2811	0	0	45	1	1	-13.431435405243	-1058.97670774262	1032.11383693213	0.97991268672308	0.989162988768549	-13.4317912137983	-1058.97706355018	1032.11348112258	0.979912154707872	0.991151526646855
DOP1B	ENSG00000142197	M2	0	44	2822	0	0	45	1	1	-13.4275298437132	-1182.38267181141	1155.52761212399	0.982038204553087	0.989162988768549	-13.4278842651156	-1182.38302623257	1155.52725770234	0.982037730529248	0.991151526646855
PRDX3	ENSG00000165672	M2	0	39	2827	0	0	45	1	1	-13.4257596184442	-1255.05484890852	1228.20332967163	0.983091595408029	0.989162988768549	-13.4261134128906	-1255.05520270112	1228.20297587534	0.983091149905908	0.991151526646855
LRSAM1	ENSG00000148356	M2	0	7	2859	0	0	45	1	1	-11.4145035462287	-1089.56831232844	1066.73930523598	0.983444843399343	0.989162988768549	-12.4148535537407	-1789.98981840451	1765.16011129703	0.98907834973119	0.991151526646855
SUSD4	ENSG00000143502	M2	0	6	2860	0	0	45	1	1	-11.4141538347378	-1175.9533589167	1153.12505124723	0.984673215590538	0.989162988768549	-11.4145035462425	-1175.95370863234	1153.12470153985	0.984672746060081	0.991151526646855
GTF2IRD1	ENSG00000006704	M2	0	31	2835	0	0	45	1	1	-13.4229337599578	-1406.07726093903	1379.23139341911	0.984928154399886	0.989162988768549	-13.4232865558926	-1406.07761373799	1379.2310406262	0.984927758312637	0.991151526646855
SPATA31D1	ENSG00000214929	M2	0	12	2854	0	0	45	1	1	-12.4162541141914	-1370.06157239796	1345.22906416958	0.985698909237869	0.989162988768549	-12.416604561026	-1370.06192284217	1345.22871372012	0.985698505635016	0.991151526646855
PLIN1	ENSG00000166819	M2	0	12	2854	0	0	45	1	1	-12.4162541141917	-1370.06157239806	1345.22906416968	0.98569890923787	0.989162988768549	-12.4166045610252	-1370.06192284205	1345.22871372	0.985698505635016	0.991151526646855
SPRED2	ENSG00000198369	M2	0	1	2865	0	0	45	1	1	-9.41240535400275	-1058.79905376014	1039.97424305214	0.985974095703292	0.989162988768549	-10.4127557383752	-1740.55800369425	1719.7324922175	0.99058844904949	0.991151526646855
RWDD4	ENSG00000182552	M2	0	1	2865	0	0	45	1	1	-9.41240535400317	-1058.79905376034	1039.97424305233	0.985974095703294	0.989162988768549	-10.4127557383754	-1740.55800369451	1719.73249221776	0.990588449049491	0.991151526646855
RTN2	ENSG00000125744	M2	0	1	2865	0	0	45	1	1	-9.41240535400479	-1058.79905376229	1039.97424305428	0.985974095703317	0.989162988768549	-10.4127557383752	-1740.55800369388	1719.73249221713	0.990588449049488	0.991151526646855
GTF2B	ENSG00000137947	M2	0	5	2861	0	0	45	1	1	-11.4138042455136	-1287.10258089084	1264.27497239982	0.986008909062301	0.989162988768549	-11.4141538347314	-1287.10293048059	1264.27462281113	0.986008480578248	0.991151526646855
ARHGAP45	ENSG00000180448	M2	0	5	2861	0	0	45	1	1	-11.4138042455131	-1287.102580891	1264.27497239998	0.986008909062303	0.989162988768549	-11.4141538347326	-1287.10293048095	1264.27462281148	0.98600848057825	0.991151526646855
NDUFB3	ENSG00000119013	M2	0	11	2855	0	0	45	1	1	-12.4159037901459	-1430.43018877403	1405.59838119374	0.986308073198694	0.989162988768549	-12.4162541141779	-1430.43053908455	1405.59803085619	0.986307686908511	0.991151526646855
TPRG1L	ENSG00000158109	M2	0	25	2841	0	0	45	1	1	-13.4208195942619	-1564.21503940332	1537.37340021479	0.986467058854185	0.989162988768549	-13.4211716449646	-1564.21539146079	1537.37304817086	0.986466703896448	0.991151526646855
VNN2	ENSG00000112303	M2	0	25	2841	0	0	45	1	1	-13.4208195942615	-1564.21503940505	1537.37340021653	0.986467058854201	0.989162988768549	-13.4211716449646	-1564.21539146078	1537.37304817085	0.986466703896448	0.991151526646855
FKBP6	ENSG00000077800	M2	0	2	2864	0	0	45	1	1	-10.4127557383655	-1233.81021071755	1212.98469924082	0.986690365848322	0.989162988768549	-11.4131054334418	-2028.45413303402	2005.62792216714	0.991151526646706	0.991151526646855
FAM234B	ENSG00000084444	M2	0	2	2864	0	0	45	1	1	-10.4127557383668	-1233.81021071772	1212.98469924099	0.986690365848323	0.989162988768549	-11.41310543346	-2028.4541330712	2005.62792220428	0.991151526646855	0.991151526646855
PLEKHN1	ENSG00000187583	M2	0	10	2856	0	0	45	1	1	-12.4155535887943	-1499.64147959201	1474.81037241442	0.986945569933076	0.989162988768549	-12.4159037901428	-1499.64182979117	1474.81002221088	0.986945201743994	0.991151526646855
TCHP	ENSG00000139437	M2	0	10	2856	0	0	45	1	1	-12.4155535887944	-1499.64147959218	1474.81037241459	0.986945569933078	0.989162988768549	-12.415903790143	-1499.64182979131	1474.81002221103	0.986945201743995	0.991151526646855
NF1	ENSG00000196712	M2	0	10	2856	0	0	45	1	1	-12.4155535887951	-1499.64147959233	1474.81037241473	0.986945569933078	0.989162988768549	-12.4159037901425	-1499.64182979103	1474.81002221074	0.986945201743993	0.991151526646855
LAMB2	ENSG00000172037	M2	0	23	2843	0	0	45	1	1	-13.4201158644792	-1630.23485386312	1603.39462213416	0.987020289615233	0.989162988768549	-13.4204676674664	-1630.23520566545	1603.39427033052	0.987019949387313	0.991151526646855
ATRNL1	ENSG00000107518	M2	0	4	2862	0	0	45	1	1	-11.413454778449	-1437.6768585434	1414.8499489865	0.98748624262146	0.989162988768549	-11.413804245507	-1437.67720801052	1414.84959951951	0.987485859495802	0.991151526646855
UGGT1	ENSG00000136731	M2	0	4	2862	0	0	45	1	1	-11.4134547784505	-1437.67685854503	1414.84994898813	0.987486242621472	0.989162988768549	-11.4138042455074	-1437.67720801071	1414.84959951969	0.987485859495803	0.991151526646855
CDC42BPB	ENSG00000198752	M2	0	9	2857	0	0	45	1	1	-12.4152035099958	-1580.08897424514	1555.25856722514	0.98761577412576	0.989162988768549	-12.4155535887697	-1580.08932432068	1555.25821714314	0.9876154249485	0.991151526646855
CYP4A22	ENSG00000162365	M2	0	8	2858	0	0	45	1	1	-12.4148535537546	-1675.18398125571	1650.3542741482	0.988324316853541	0.989162988768549	-12.4152035100072	-1675.18433120403	1650.35392418401	0.98832398775684	0.991151526646855
PSIP1	ENSG00000164985	M2	0	3	2863	0	0	45	1	1	-11.413105433464	-1658.32021685435	1635.49400598742	0.989162988768547	0.989162988768549	-11.4134547784308	-1658.32056620092	1635.49365664406	0.98916265707772	0.991151526646855
PIK3IP1	ENSG00000100100	M2	0	3	2863	0	0	45	1	1	-11.4131054334637	-1658.32021685461	1635.49400598768	0.989162988768549	0.989162988768549	-11.4134547784306	-1658.32056620127	1635.49365664441	0.989162657077722	0.991151526646855
TRIB2	ENSG00000071575	M2	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
UCHL1	ENSG00000154277	M2	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAS2R1	ENSG00000169777	M2	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIMIP2C	ENSG00000173557	M2	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SKA2	ENSG00000182628	M2	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HLA-DMB	ENSG00000242574	M2	0	0	2866	0	0	45	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP4A22	ENSG00000162365	M3	126	933	1807	11	24	10	8.3998417181453e-10	1	1.37880095443642	0.957227931087224	1.80037397778562	1.45254669433122e-10	6.97222413278987e-09	1.37852430449754	0.956913091571519	1.80013551742357	1.47043951277249e-10	7.05810966130797e-09
ZNF155	ENSG00000204920	M3	0	42	2824	0	6	39	7.30782555875151e-05	1	2.336437803428	1.42453562150661	3.24833998534939	5.12059701231576e-07	1.22894328295578e-05	2.3360836330684	1.42418113939503	3.24798612674178	5.1409803423798e-07	1.23383528217115e-05
CCNDBP1	ENSG00000166946	M3	0	27	2839	1	3	41	0.000226431706918317	1	2.31907918687627	1.33349300624131	3.30466536751124	3.99225575468806e-06	6.3876092075009e-05	2.31876794741908	1.33319735757673	3.30433853726143	4.00275761274032e-06	6.40441218038451e-05
CIMIP2C	ENSG00000173557	M3	268	1364	1234	10	22	13	0.0130799407587456	1	0.616286211441241	0.17941255236056	1.05315987052192	0.00569455231843199	0.0613889374529202	0.616348590700738	0.179556687491981	1.0531404939095	0.00568064754626168	0.0615102187013371
PIK3IP1	ENSG00000100100	M3	0	17	2849	0	2	43	0.0338221569099474	1	2.05345705530813	0.557668918162696	3.54924519245357	0.00713044632036125	0.0613889374529202	2.05310599334208	0.557317687883368	3.5488942988008	0.00714028986254676	0.0615102187013371
SREBF2	ENSG00000198911	M3	0	65	2801	0	4	41	0.0207439448540003	1	1.43606679977993	0.380353957798245	2.49177964176162	0.00767361718161502	0.0613889374529202	1.4357097206833	0.379996625755167	2.49142281561144	0.00768877733766714	0.0615102187013371
UGGT1	ENSG00000136731	M3	0	75	2791	0	4	41	0.0322498627155107	1	1.28938941441552	0.237412891502505	2.34136593732854	0.0162926113236727	0.111720763362327	1.28903105569472	0.237054278073116	2.34100783331633	0.016322401051594	0.111925035782359
UCHL1	ENSG00000154277	M3	0	5	2861	0	1	44	0.0893139130754445	1	2.56529894669764	0.397719849808356	4.73287804358693	0.0203630986123926	0.122178591674356	2.56494935746147	0.397370146788398	4.73252856813453	0.0203802278528344	0.122281367117006
RTN2	ENSG00000125744	M3	0	31	2835	0	2	43	0.0912204934329158	1	1.44775707654306	-0.0135227296289027	2.90903688271502	0.052158117858174	0.278176628576928	1.44740428063187	-0.0138756988798314	2.90868426014357	0.0522154759042954	0.278482538156242
SEC16A	ENSG00000148396	M3	220	1220	1426	0	18	27	0.0822742400093337	1	-0.505623575662498	-1.03310704363237	0.0218598923073728	0.0602800789854875	0.282491205875951	-0.506197207329538	-1.03371280191323	0.0213183872541542	0.0600050726817298	0.283588992461966
DOP1B	ENSG00000142197	M3	63	917	1886	2	19	24	0.119756368400055	1	0.475552212285272	-0.0290671045610247	0.980171529131568	0.0647375680132387	0.282491205875951	0.475127396660311	-0.0295146890416586	0.979769482362281	0.0649891441058672	0.283588992461966
FKBP6	ENSG00000077800	M3	1	67	2798	0	3	42	0.106414601276964	1	1.0162001888167	-0.141476909618223	2.17387728725162	0.0853522114069159	0.341408845627664	1.01586501379523	-0.141820286834228	2.17355031442469	0.0854575476341334	0.341830190536534
LHPP	ENSG00000107902	M3	0	11	2855	0	1	44	0.17081249083866	1	1.77474221537348	-0.293912837705889	3.84339726845285	0.0926670230273623	0.342155161947184	1.77439189132011	-0.294263281325481	3.8430470639657	0.0927314772776675	0.342393146871388
BRCA1	ENSG00000012048	M3	329	1566	971	10	22	13	0.102580014061437	1	0.380570886015164	-0.0745314850205795	0.835673257050908	0.101216717495417	0.347028745698572	0.380631876322188	-0.0743902294561252	0.835653982100502	0.10110184155995	0.346634885348402
NDUFB3	ENSG00000119013	M3	0	12	2854	0	1	44	0.183683631891369	1	1.68738051433048	-0.374228624039378	3.74898965270034	0.108673004251636	0.347753613605235	1.68703006750729	-0.374579190895058	3.74863932590965	0.10874646106695	0.347988675414239
LRSAM1	ENSG00000148356	M3	0	45	2821	0	2	43	0.163481805001274	1	1.07013128609797	-0.377899488157169	2.51816206035311	0.147487649017308	0.415768301816774	1.06977673902829	-0.378254211263213	2.51780768931979	0.14762186675773	0.416137360884233
LAMB2	ENSG00000172037	M3	52	859	1955	2	16	27	0.178264700697239	1	0.377588350431678	-0.148772895107645	0.903949595971	0.159726575098594	0.415768301816774	0.377161407208677	-0.149219655557852	0.903542469975205	0.160214918396058	0.416137360884233
SUSD4	ENSG00000143502	M3	1	44	2821	0	2	43	0.171109630487491	1	0.982385537915384	-0.401855081856375	2.36662615768714	0.164233845359086	0.415768301816774	0.982061643193883	-0.402191633121269	2.36631491950904	0.164376820787135	0.416137360884233
CDC42BPB	ENSG00000198752	M3	0	47	2819	0	2	43	0.17453011210273	1	1.02593695427036	-0.420839291160858	2.47271319970157	0.164574952802473	0.415768301816774	1.02558215561495	-0.421194266168295	2.47235857739819	0.164721038683342	0.416137360884233
FAAH	ENSG00000117480	M3	0	20	2846	0	1	44	0.279856028748362	1	1.17374787117759	-0.856569196748743	3.20406493910393	0.25718233644535	0.617237607468841	1.1733964390883	-0.856920751195857	3.20371362937245	0.25732484785603	0.617579634854473
PLIN1	ENSG00000166819	M3	0	213	2653	1	3	41	0.0202357646106715	1	0.437246497685941	-0.495686734321572	1.37017972969345	0.358307680656758	0.818988984358304	0.436875066773531	-0.496060842731074	1.36981097627814	0.358717509974626	0.819925737084859
ZBTB10	ENSG00000205189	M3	4	374	2488	1	6	38	0.0844836598185943	1	0.329039832480322	-0.426946807741414	1.08502647270206	0.393622908822331	0.858813619248723	0.328652796552323	-0.427339589343224	1.08464518244787	0.394183160973666	0.860035987578909
TRIM17	ENSG00000162931	M3	0	29	2837	0	1	44	0.37483674740935	1	0.799016970904116	-1.21656801497771	2.81460195678595	0.437177810920444	0.900367497248052	0.834108290715483	-1.18264992918885	2.85086651061981	0.417584594091087	0.871480892016182
SLC2A8	ENSG00000136856	M3	41	575	2250	0	8	37	0.922113368596475	1	-0.280315964651738	-1.00790548520332	0.447273555899849	0.450183748624026	0.900367497248052	-0.28071799064219	-1.00832279617217	0.446886814887793	0.449543795489148	0.899087590978296
